E_Vs_RHE,I_A
0.05,4.87284142050639e-05
0.05798319327731093,4.955505747682709e-05
0.06596638655462185,0.00010263714112203337
0.07394957983193277,0.00017146941576070326
0.0819327731092437,0.00017843206237421353
0.08991596638655462,0.0002596549917995861
0.09789915966386555,0.0004213079441223941
0.10588235294117647,0.0005342504708888099
0.11386554621848739,0.0006673577333144825
0.12184873949579832,0.0009018371103514325
0.12983193277310923,0.0011080366921396476
0.13781512605042018,0.0013717422264621967
0.14579831932773107,0.0016757539381014686
0.15378151260504203,0.001901080473302857
0.16176470588235292,0.002189307672895167
0.16974789915966387,0.002483038583791358
0.17773109243697477,0.00268812913834449
0.18571428571428572,0.002891300886691434
0.19369747899159662,0.0029509576088352723
0.20168067226890757,0.0029579533787492114
0.20966386554621846,0.0029905519852543158
0.21764705882352942,0.002814251916716231
0.2256302521008403,0.0026349304655066655
0.23361344537815126,0.0023528132272625873
0.24159663865546216,0.0021085029397208623
0.2495798319327731,0.00184070578337164
0.257563025210084,0.0015144183985244493
0.26554621848739496,0.0012843507000763657
0.27352941176470585,0.0010021640096961838
0.2815126050420168,0.0007884003659551587
0.2894957983193277,0.0005893838478991421
0.29747899159663865,0.0005070557499655604
0.30546218487394955,0.00032702886558411815
0.31344537815126045,0.00020009985594816808
0.3214285714285714,0.00018507005628685857
0.32941176470588235,7.197651424726489e-05
0.33739495798319324,7.841845892707089e-05
0.34537815126050414,-1.1546290935416506e-05
0.3533613445378151,-9.13344224550499e-06
0.36134453781512604,2.5963198952779925e-05
0.36932773109243694,3.554597091237408e-05
0.37731092436974784,1.449050961428436e-05
0.3852941176470588,3.508965482899921e-06
0.39327731092436974,-3.3926439947593867e-06
0.40126050420168063,-3.9433491239745645e-05
0.40924369747899153,-1.7030625414744967e-05
0.4172268907563025,-9.407857201764052e-06
0.42521008403361343,3.608371121657708e-05
0.43319327731092433,1.4697211389743726e-05
0.4411764705882352,-4.8452840124234574e-05
0.4491596638655462,1.4226274058955843e-05
0.45714285714285713,-6.975622348665542e-06
0.465126050420168,-1.5654046346815796e-05
0.4731092436974789,2.3082377499753296e-05
0.48109243697478987,3.574132132966587e-05
0.4890756302521008,3.282932536987194e-05
0.4970588235294117,-2.0205872545704957e-05
0.5050420168067227,-4.225926284938872e-06
0.5130252100840336,1.5068164295705503e-05
0.5210084033613446,3.447644120949632e-05
0.5289915966386555,-9.085309977983215e-06
0.5369747899159664,-2.0002098949239084e-07
0.5449579831932773,-2.7740469249808856e-05
0.5529411764705883,-3.0356786912285793e-05
0.5609243697478992,2.9985018383836935e-05
0.5689075630252101,4.6376276491908387e-05
0.576890756302521,3.608603916992742e-06
0.584873949579832,3.595472643296726e-05
0.5928571428571429,1.6777652180118377e-05
0.6008403361344538,-1.3345189276775983e-05
0.6088235294117648,1.6930103459379182e-05
0.6168067226890757,5.230916422087227e-05
0.6247899159663866,5.173117986365957e-06
0.6327731092436975,5.326704076685732e-05
0.6407563025210083,-7.218479009748222e-05
0.6487394957983194,3.114447008923992e-05
0.6567226890756303,9.178638937901444e-06
0.6647058823529411,-2.3231616904466106e-06
0.6726890756302522,9.47971405236759e-06
0.680672268907563,-5.2820344748951154e-05
0.688655462184874,2.963979867233826e-07
0.6966386554621848,1.7679763699974243e-05
0.7046218487394957,5.138303982964044e-05
0.7126050420168067,-8.422056128041354e-06
0.7205882352941176,-1.704892573385445e-05
0.7285714285714285,-7.76699702182181e-06
0.7365546218487395,3.482760974954962e-05
0.7445378151260504,1.730791144105104e-05
0.7525210084033613,-8.36759602897755e-06
0.7605042016806722,2.3003065010207405e-05
0.7684873949579831,1.0597200430021044e-05
0.7764705882352941,3.682405559833962e-05
0.784453781512605,-1.3217055001194521e-05
0.7924369747899159,-1.905494650033886e-06
0.8004201680672269,-3.759007605051516e-06
0.8084033613445378,-3.580729153414081e-05
0.8163865546218487,1.7101177692630735e-05
0.8243697478991596,1.6194132566921996e-05
0.8323529411764705,8.686275671592165e-06
0.8403361344537815,1.691148091818116e-06
0.8483193277310924,-3.3510977497724565e-05
0.8563025210084033,-3.4223396984963986e-06
0.8642857142857143,-8.120477407010443e-07
0.8722689075630252,-1.43010700009477e-05
0.8802521008403361,5.2520295962805814e-06
0.888235294117647,2.2560972071218157e-05
0.8962184873949579,6.739936137358023e-05
0.9042016806722689,1.6450949242662955e-05
0.9121848739495798,1.9365449649795352e-05
0.9201680672268907,9.856376075493194e-06
0.9281512605042017,-4.499707474016607e-05
0.9361344537815126,1.2272446175616778e-05
0.9441176470588235,1.540206200757335e-05
0.9521008403361344,8.804520490411158e-05
0.9600840336134453,8.95539095629091e-06
0.9680672268907563,2.4376411089865726e-05
0.9760504201680672,1.491790119879397e-05
0.9840336134453781,-1.8446330818579615e-05
0.9920168067226891,5.157894331547321e-05
1.0,3.255799098060323e-05
0.95,3.323095841129141e-05
0.942436974789916,-1.785725389594301e-05
0.9348739495798319,5.14325688238813e-05
0.9273109243697478,-3.278242264007095e-05
0.9197478991596638,2.6803191805604745e-05
0.9121848739495798,7.483551751379515e-05
0.9046218487394958,-2.066987126652569e-05
0.8970588235294117,-8.01834365278904e-06
0.8894957983193277,1.1884498935822514e-05
0.8819327731092437,-6.2849418923935405e-06
0.8743697478991597,-3.7776205452992386e-05
0.8668067226890755,1.0724956471071576e-05
0.8592436974789915,-2.327667443699323e-05
0.8516806722689075,2.2724579641744523e-05
0.8441176470588235,-1.914155055642586e-05
0.8365546218487394,5.486357836901358e-05
0.8289915966386554,-1.5207682803700559e-05
0.8214285714285714,-1.4475597718845542e-06
0.8138655462184874,3.254417198327497e-05
0.8063025210084034,-2.886290428293462e-05
0.7987394957983193,1.4811192996107076e-05
0.7911764705882353,4.7126047334355195e-05
0.7836134453781513,-4.0388362583055316e-05
0.7760504201680671,1.3299519957649798e-05
0.7684873949579831,1.5481357777032538e-05
0.7609243697478991,3.1063929850798305e-05
0.7533613445378151,-2.9574907880964307e-05
0.7457983193277311,-3.2155715199250984e-05
0.7382352941176471,2.3040599909683402e-05
0.730672268907563,1.621626288607121e-05
0.723109243697479,1.4745877947351087e-05
0.715546218487395,1.754890846978322e-05
0.7079831932773109,-1.3320909714581614e-05
0.7004201680672268,1.3971812595502377e-05
0.6928571428571428,1.5720745627531867e-05
0.6852941176470588,-1.4577601364320445e-05
0.6777310924369748,6.275054625871245e-05
0.6701680672268908,2.0916668299622535e-05
0.6626050420168067,-2.911305449591139e-05
0.6550420168067227,2.6247028427082114e-05
0.6474789915966386,-2.276566019085327e-05
0.6399159663865546,3.0011697776139062e-05
0.6323529411764706,4.1081396781986656e-05
0.6247899159663866,-1.8372570390888086e-05
0.6172268907563025,3.507355278489041e-05
0.6096638655462185,1.848006646354919e-05
0.6021008403361344,3.068281320316892e-05
0.5945378151260504,6.284916763078842e-05
0.5869747899159664,-1.4918955812216025e-06
0.5794117647058823,-1.6817967284606665e-05
0.5718487394957983,-2.0966945496738695e-05
0.5642857142857143,-1.8831451415030657e-05
0.5567226890756303,3.2541755817728663e-06
0.5491596638655463,1.5726155805897648e-05
0.5415966386554623,1.3716690146817203e-05
0.5340336134453781,3.0155832995239513e-05
0.5264705882352941,5.654760981258628e-06
0.51890756302521,4.87950935455575e-05
0.511344537815126,-2.82627103245335e-06
0.503781512605042,8.66428611833939e-05
0.496218487394958,2.373213358474656e-05
0.48865546218487393,-2.0828345797266954e-05
0.4810924369747899,-2.731626185712491e-05
0.47352941176470587,1.9208514912584972e-05
0.46596638655462186,-2.0463719125585193e-06
0.45840336134453785,2.5999291216437507e-05
0.4508403361344538,1.869525469145461e-05
0.4432773109243697,2.22620484884755e-06
0.4357142857142857,-2.1091453894805705e-05
0.4281512605042017,-4.1254238984717536e-05
0.4205882352941177,-9.367656190567663e-06
0.4130252100840336,2.9479063476667194e-05
0.4054621848739496,9.831187702340808e-06
0.3978991596638656,-3.458269441034796e-05
0.39033613445378157,6.958804265110229e-06
0.38277310924369745,1.1624443777124348e-05
0.37521008403361344,-2.9230237701972776e-05
0.36764705882352944,-2.5736658934359597e-06
0.36008403361344543,-1.2484780561910564e-05
0.3525210084033613,-5.937617800603942e-05
0.3449579831932773,-3.068835948636666e-05
0.3373949579831933,-4.858111612621709e-05
0.3298319327731093,-6.724851038874047e-05
0.3222689075630253,-0.00011603504132743213
0.31470588235294117,-0.000254096913852917
0.30714285714285716,-0.0003270700219447184
0.29957983193277316,-0.00039442570704331024
0.29201680672268915,-0.0005333356919938789
0.28445378151260503,-0.0007021564152196555
0.276890756302521,-0.0008012409576182486
0.269327731092437,-0.0011274043719980895
0.261764705882353,-0.0013621458554069928
0.2542016806722689,-0.0016358750170496936
0.24663865546218489,-0.0019197221161498372
0.23907563025210088,-0.002217595125906605
0.23151260504201687,-0.0024345273532123154
0.22394957983193287,-0.00269580197407442
0.21638655462184875,-0.0028480789270100668
0.20882352941176474,-0.0029661216690705706
0.20126050420168073,-0.0029945779997255107
0.19369747899159673,-0.002904884624520872
0.1861344537815126,-0.002940994116976028
0.1785714285714286,-0.0027143887104886864
0.1710084033613446,-0.002582472874086663
0.1634453781512606,-0.0023089729526119956
0.15588235294117647,-0.001998419755557363
0.14831932773109247,-0.0017550404674607303
0.14075630252100846,-0.0015177589637700626
0.13319327731092445,-0.0012488615205177036
0.12563025210084033,-0.0009708246750106061
0.11806722689075633,-0.0008042308312411073
0.11050420168067232,-0.0005969412885785648
0.10294117647058831,-0.00045350846412675367
0.0953781512605043,-0.00035463124503462535
0.08781512605042019,-0.0001768859780989199
0.08025210084033618,-0.00015063224323641906
0.07268907563025218,-0.00017732955916744672
0.06512605042016817,-7.265431196319668e-05
0.05756302521008405,-7.114633613061646e-05
0.05,-7.253989570840205e-06
0.05,1.00513674617459e-05
0.05798319327731093,5.026089326795566e-05
0.06596638655462185,9.835610334842631e-05
0.07394957983193277,0.00015175117589356614
0.0819327731092437,0.00014944777140424032
0.08991596638655462,0.0002566440634328331
0.09789915966386555,0.00035968320032234364
0.10588235294117647,0.0004916275520370113
0.11386554621848739,0.000734405592100964
0.12184873949579832,0.0008977097603726821
0.12983193277310923,0.00108411270429397
0.13781512605042018,0.0014132499774809478
0.14579831932773107,0.0017321597558648666
0.15378151260504203,0.0019894528384591255
0.16176470588235292,0.0021954741088919373
0.16974789915966387,0.0024853801874825995
0.17773109243697477,0.0027565214064301214
0.18571428571428572,0.0028606433827450123
0.19369747899159662,0.0029915129139452953
0.20168067226890757,0.00302356151139215
0.20966386554621846,0.0029187746080393266
0.21764705882352942,0.002819239445048973
0.2256302521008403,0.0025356665991639557
0.23361344537815126,0.0023648240436089625
0.24159663865546216,0.002117257376914823
0.2495798319327731,0.0017999446102213985
0.257563025210084,0.0015979205449650675
0.26554621848739496,0.0012301755181871766
0.27352941176470585,0.0010069818357928385
0.2815126050420168,0.0008010733957675399
0.2894957983193277,0.0006506732449380075
0.29747899159663865,0.0004084115398949091
0.30546218487394955,0.00036232869489090494
0.31344537815126045,0.00023213817564743272
0.3214285714285714,0.00013094844939232436
0.32941176470588235,0.00012246492797429368
0.33739495798319324,7.812434194413232e-05
0.34537815126050414,2.923730646621292e-05
0.3533613445378151,3.280620177114849e-05
0.36134453781512604,8.497953970853415e-06
0.36932773109243694,1.6797493870049208e-05
0.37731092436974784,2.921338141421665e-05
0.3852941176470588,5.4558918438907706e-05
0.39327731092436974,-3.14939980918862e-05
0.40126050420168063,6.891316971096518e-05
0.40924369747899153,-5.399793314857877e-05
0.4172268907563025,-1.4224692403792808e-07
0.42521008403361343,2.20195606245469e-05
0.43319327731092433,1.2818418734740863e-05
0.4411764705882352,-1.4242621057970371e-05
0.4491596638655462,-1.7399125336062635e-06
0.45714285714285713,-1.0213181975941032e-05
0.465126050420168,-1.3027329045963378e-05
0.4731092436974789,3.0220151745158e-05
0.48109243697478987,1.5521800233738756e-05
0.4890756302521008,-1.5896366061433646e-05
0.4970588235294117,3.1958649413971723e-05
0.5050420168067227,1.4269430616895845e-05
0.5130252100840336,2.9516124918767387e-05
0.5210084033613446,2.409895265353391e-05
0.5289915966386555,-1.9579933170286686e-05
0.5369747899159664,-1.1435682895486963e-05
0.5449579831932773,2.786838812406985e-05
0.5529411764705883,2.384051977313828e-05
0.5609243697478992,4.98219589308655e-06
0.5689075630252101,9.208897134047163e-06
0.576890756302521,4.40988544380555e-05
