Cell_voltage,Current_density
1.5617732793398047,0.05
1.5802303573101977,0.08717948717948718
1.5932076719703305,0.12435897435897436
1.5984282656064368,0.16153846153846152
1.6130188225340618,0.19871794871794873
1.6274600839741242,0.2358974358974359
1.632783043664573,0.27307692307692305
1.6391973898566095,0.31025641025641026
1.6407771389880623,0.3474358974358974
1.6580847661831344,0.3846153846153846
1.6690079612884996,0.4217948717948718
1.67859552358702,0.45897435897435895
1.68601670906798,0.4961538461538461
1.700483429871981,0.5333333333333333
1.7057285448743917,0.5705128205128206
1.7165901496203257,0.6076923076923078
1.728702802760067,0.6448717948717949
1.73149060457586,0.6820512820512821
1.742612973266815,0.7192307692307692
1.7613308998950443,0.7564102564102565
1.7650697138887081,0.7935897435897437
1.765268506415269,0.8307692307692308
1.7789950638086,0.867948717948718
1.7904496149758804,0.9051282051282051
1.8020140093556483,0.9423076923076923
1.8065794751272921,0.9794871794871796
1.8127833552453887,1.0166666666666666
1.820927969637327,1.0538461538461539
1.8354001660342032,1.0910256410256411
1.8430704140498035,1.1282051282051282
1.848780987636739,1.1653846153846155
1.8591543900780128,1.2025641025641025
1.8673450288536506,1.2397435897435898
1.8810458334760973,1.276923076923077
1.8845650207575837,1.314102564102564
1.8984903649607536,1.3512820512820514
1.9092145889715495,1.3884615384615384
1.9170629445827043,1.4256410256410257
1.921137610943347,1.462820512820513
1.939259817205563,1.5
