Voltage_V,Current_A
0.9174675648090216,0.45
0.9156154741548957,0.7846153846153846
0.9012951587238988,1.1192307692307693
0.8859233088421152,1.4538461538461536
0.8810660378805787,1.7884615384615385
0.8719577760898631,2.123076923076923
0.8619178813141471,2.4576923076923074
0.8568268344396848,2.792307692307692
0.8391637465393064,3.126923076923077
0.838656762075467,3.4615384615384612
0.8354472824877229,3.796153846153846
0.8265459504010285,4.13076923076923
0.8193623664721637,4.465384615384615
0.8112406074736934,4.8
0.80457137827451,5.134615384615385
0.7860188987661627,5.469230769230769
0.7857485962162848,5.8038461538461545
0.7667879404870049,6.138461538461539
0.7636711576276156,6.473076923076923
0.7502537775921262,6.807692307692308
0.7539045799984495,7.142307692307693
0.7468128836428444,7.476923076923077
0.7324146784882284,7.811538461538461
0.7319851349613834,8.146153846153846
0.7138214675936806,8.48076923076923
0.7087044531423706,8.815384615384616
0.7002396833488915,9.149999999999999
0.6868381646314964,9.484615384615385
0.6842519992038724,9.81923076923077
0.6815969456488741,10.153846153846153
0.6610152227957025,10.48846153846154
0.6599170445480651,10.823076923076922
0.6468351441547443,11.157692307692308
0.645591959098226,11.492307692307694
0.631433880271095,11.826923076923077
0.6231121960928561,12.161538461538463
0.6138103569423257,12.496153846153845
0.6029847415995404,12.830769230769231
0.5870749928662766,13.165384615384617
0.5888120426876604,13.5
