Voltage_V,Current_A
0.9083732549181445,0.45
0.8902442997331107,0.7846153846153846
0.8769116312770378,1.1192307692307693
0.8576382102449642,1.4538461538461536
0.8529218709395792,1.7884615384615385
0.8417866375865417,2.123076923076923
0.832166527069019,2.4576923076923074
0.8192961258690417,2.792307692307692
0.810858457522044,3.126923076923077
0.7981938424011291,3.4615384615384612
0.783678420901993,3.796153846153846
0.7809935193867933,4.13076923076923
0.7691232208283207,4.465384615384615
0.7601359186565069,4.8
0.7406917984629432,5.134615384615385
0.7255010998565706,5.469230769230769
0.7109421546529164,5.8038461538461545
0.6922601329257403,6.138461538461539
0.6869609047023801,6.473076923076923
0.6624208535570263,6.807692307692308
0.6450331885981294,7.142307692307693
0.6310006382905271,7.476923076923077
0.6188670375727795,7.811538461538461
0.5939661796339908,8.146153846153846
0.5679675453109929,8.48076923076923
0.5471498743318409,8.815384615384616
0.5292874656773185,9.149999999999999
0.5017245882055182,9.484615384615385
0.4736173216670456,9.81923076923077
0.44879506999576796,10.153846153846153
0.42436532380310443,10.48846153846154
0.3995579303662176,10.823076923076922
0.3554951680963314,11.157692307692308
0.3252854373303793,11.492307692307694
0.2903484005215031,11.826923076923077
0.24806420339962099,12.161538461538463
0.2165790797168053,12.496153846153845
0.17702114852590228,12.830769230769231
0.14471582230945718,13.165384615384617
0.09700863263492454,13.5
