2Theta,Intensity
10.0,0.057877039155149565
10.160320641282565,0.02912462446152859
10.32064128256513,0.028721921179066086
10.480961923847696,0.05415982226558612
10.641282565130261,0.0009546246746727937
10.801603206412825,0.05213310953861053
10.96192384769539,0.007744404047283557
11.122244488977955,0.022750105093614643
11.28256513026052,0.029307370225910616
11.442885771543086,0.028593521815025707
11.603206412825651,0.002364513490230199
11.763527054108216,0.019026427643893794
11.923847695390782,0.0214076814224303
12.084168336673347,0.05737075961247519
12.244488977955912,0.05501912249975769
12.404809619238478,0.035060918053489744
12.565130260521041,0.05600206229898001
12.725450901803608,0.051822744205084856
12.885771543086172,0.022543362074078508
13.046092184368737,0.007018011074662465
13.206412825651302,0.036428252832021155
13.366733466933868,0.019380566380423063
13.527054108216433,0.0005845502196950912
13.687374749498998,0.05887076119813923
13.847695390781563,0.05815656583744618
14.008016032064127,0.032208386918811095
14.168336673346694,0.037091142399942864
14.328657314629258,0.04013200851750798
14.488977955911825,0.05559232317572957
14.649298597194388,0.02805052165077295
14.809619238476953,0.03497269206413507
14.969939879759519,0.01359238163145313
15.130260521042084,0.014543897936969582
15.29058116232465,0.031326736778997166
15.450901803607215,0.013752304718835972
15.61122244488978,0.0018151785144011614
15.771543086172343,0.02210449448556682
15.93186372745491,0.04499673366891918
16.092184368737474,0.016624247816594846
16.25250501002004,0.051762290345867275
16.412825651302605,0.042150221986575316
16.57314629258517,0.03919926126756382
16.733466933867735,0.05354915453392335
16.8937875751503,0.00442890125302952
17.054108216432866,0.010726267607655748
17.214428857715433,0.05455670448336874
17.374749498997996,0.05442294155321749
17.53507014028056,0.004697025781610778
17.695390781563127,0.04645529062408575
17.85571142284569,0.0009279082967272266
18.016032064128254,0.00811687983977711
18.17635270541082,0.0065894603783519
18.336673346693388,0.01764504129305161
18.49699398797595,0.023303434093919797
18.657314629258515,0.05466251030189696
18.817635270541082,0.026197669130471012
18.97795591182365,0.007449760635064481
19.138276553106213,0.01636646967249624
19.298597194388776,0.0004171414656457003
19.458917835671343,0.0017294450439901627
19.619238476953907,0.02592639657192378
19.77955911823647,0.030814434854613017
19.939879759519037,0.015108173447960482
20.100200400801604,0.022939726083344276
20.260521042084168,0.006394733065949987
20.42084168336673,0.03978195405321261
20.5811623246493,0.023886376379825717
20.741482965931866,0.010120816613572428
20.90180360721443,0.030399589700345096
21.062124248496993,0.013219465086821123
21.22244488977956,0.018448406466700477
21.382765531062123,0.00862735659929253
21.543086172344687,0.04834245952284867
21.703406813627254,0.018658695796247706
21.86372745490982,0.05973861891348397
22.024048096192384,0.027339900626487456
22.184368737474948,0.013083648867443662
22.344689378757515,0.0470132013920056
22.505010020040082,0.04984584724073278
22.665330661322646,0.06008512485771669
22.82565130260521,0.0167557210933883
22.985971943887776,0.05825249567244721
23.14629258517034,0.06483106160713972
23.306613226452903,0.03435805862920177
23.46693386773547,0.04672336919235087
23.627254509018037,0.06060477766182751
23.7875751503006,0.042819175748139676
23.947895791583164,0.08581573041755235
24.10821643286573,0.0818167878751517
24.2685370741483,0.09858944031004284
24.428857715430862,0.08261323073153444
24.589178356713425,0.09641381471445479
24.749498997995993,0.0879335560560299
24.909819639278556,0.10759830004235188
25.07014028056112,0.14660604075475642
25.230460921843687,0.17617805000937953
25.390781563126254,0.14540923707816264
25.551102204408817,0.15892244210430592
25.71142284569138,0.1815886346102992
25.871743486973948,0.227472054835316
26.03206412825651,0.27492132066177094
26.19238476953908,0.26913541839511046
26.352705410821642,0.31484173888094985
26.51302605210421,0.3499950508660453
26.673346693386772,0.4044416538926208
26.83366733466934,0.4013126516137801
26.993987975951903,0.43172168808782113
27.154308617234467,0.50253790831424
27.314629258517034,0.5365007233453413
27.474949899799597,0.5772850934918811
27.635270541082164,0.651914581059307
27.795591182364728,0.6933645610728886
27.955911823647295,0.7047780557998864
28.11623246492986,0.7802468499126418
28.276553106212425,0.8426786127136896
28.43687374749499,0.8962353446195909
28.597194388777556,0.8874630663480154
28.75751503006012,0.9801947520918175
28.917835671342683,0.9766551375017826
29.07815631262525,1.0548752135796484
29.238476953907814,1.0868377900254864
29.39879759519038,1.1417821579369667
29.559118236472944,1.1525734032292498
29.71943887775551,1.1447896655645549
29.879759519038075,1.2023641530702263
30.04008016032064,1.1943279391592898
30.200400801603205,1.2409741580998692
30.360721442885772,1.1999494408297604
30.521042084168336,1.219403873312521
30.6813627254509,1.2373014132531956
30.841683366733466,1.1977199435714723
31.00200400801603,1.2138382923073767
31.162324649298597,1.1987582242433
31.32264529058116,1.1782250274296924
31.482965931863728,1.1596855109392232
31.64328657314629,1.1009468011161312
31.803607214428858,1.0500943828443616
31.96392785571142,1.0193567848312957
32.124248496993985,0.9865494959007928
32.28456913827655,0.9235622742561597
32.44488977955912,0.9180701276282602
32.605210420841686,0.8332207647952907
32.765531062124246,0.7858558497134704
32.92585170340681,0.7908103080544693
33.08617234468937,0.7356394776666676
33.24649298597194,0.6552251396804646
33.40681362725451,0.6139485782311318
33.567134268537075,0.5974778265030706
33.72745490981964,0.5408829487967289
33.88777555110221,0.47701502204018537
34.04809619238477,0.4472520283772813
34.20841683366733,0.4328093001615027
34.368737474949896,0.3447902796818887
34.52905811623246,0.3697696308463724
34.68937875751503,0.3119229850785248
34.8496993987976,0.2589189770698576
35.010020040080164,0.26832548847216503
35.170340681362724,0.199455481191984
35.33066132264529,0.19625204993293666
35.49098196392785,0.18493138708919588
35.65130260521042,0.1462979275806257
35.811623246492985,0.16742979752422957
35.97194388777555,0.14079148461390292
36.13226452905812,0.09504114745312134
36.29258517034068,0.08240804617083629
36.452905811623246,0.06632982325997026
36.613226452905806,0.08758168729711224
36.77354709418837,0.05639973906735317
36.93386773547094,0.07069069922313267
